id,symbol,headline,summary,date_time
79,AAPL,"Apple Has Risen 98% in Last One Year, Outperforms Market","If you are looking for the best ideas for your portfolio you may want to consider some of RiverPark Advisors top stock picks. RiverPark Advisors, an investment management firm, is bullish on Apple Inc. (NASDAQ:AAPL) stock. In its Q2 2019 investor letter – you can download a copy here – the firm discussed its investment […]
",9/23/2020 13:26
80,AAPL,US STOCKS-Wall Street retreats as business activity slows,"Wall Street's main indexes fell on Wednesday as data showing a slowdown in domestic business activity and a stalemate in Congress over more fiscal stimulus raised fears of a choppy economic recovery from a pandemic-driven recession.  With Congress at an impasse over the bill, Federal Reserve Chair Jerome Powell said on Wednesday the central bank was not planning any ""major"" changes to its Main Street Lending Program.
",9/23/2020 13:14
81,AAPL,Peloton Gets Wake-Up Call With Amazon Prime Bike Scare,"(Bloomberg Opinion) -- It seems logical that six months of pandemic-era living would be a boon for Peloton Interactive Inc. Gyms were closed for long stretches, and even as some have reopened, crowded fitness classes don’t feel safe or are no longer offered. These dynamics have led more people to embrace digitally connected at-home exercise – an emerging business of which Peloton is a standout. That, in turn, has helped send Peloton shares soaring.The hard part now is making sure this moment isn’t as good as it gets. However strong Peloton’s business has been in recent months, it faces big challenges in the year ahead. These include branching more successfully into new product lines while also fending off fresh competition. On Tuesday, in...
",9/23/2020 12:31
82,AAPL,Apple Is Down Nearly 20% From Its Post-Split High: Time to Buy?,"It's been an up-and-down ride for investors. Here's a look at what happened in the months after previous splits, and the company's prospects today.
",9/23/2020 9:04
83,AAPL,"US STOCKS-Nike set to lift S&P 500, Dow ahead of business activity data","The S&P 500 and the Dow were set for a higher open on Wednesday ahead of data that would throw light on the pace of an economic recovery from a coronavirus-driven recession, while Nike was set for a record open after a stunning quarterly earnings report.  Shares of the world's largest athletic shoe maker surged 12.4% in premarket trading as its digital sales, especially in North America, helped offset a fall in sales at traditional brick-and-mortar stores.
",9/23/2020 8:31
84,AAPL,GLOBAL MARKETS-Tech lifts stocks as poor data rekindles stimulus hopes,"Shares rose and the dollar steadied at new highs on Wednesday, with overnight gains by Wall Street tech champions helping balance concerns that new restrictions to counter coronavirus infections will hurt the economic recovery.  Renewed hopes of stimulus measures in Europe also came into play after surveys of private sector economic activity in September painted a gloomy picture for the region, with rising COVID-19 infections leading to a downturn in services.  MSCI's world equity index, which tracks shares in 49 countries, was 0.3% higher, while the pan-European STOXX 600 benchmark progressively extended opening gains to rise 1.3%.
",9/23/2020 8:07
85,AAPL,"EU regulators extend Google, Fitbit deal probe to Dec. 23","EU antitrust regulators have extended their investigation into Alphabet unit Google's fitness tracker maker Fitbit to Dec. 23, the European Commission said on Wednesday.  The EU competition enforcer last month kicked off a full-scale probe into the deal, saying Google's pledge not to use Fitbit's data for advertising purposes was insufficient to address competition concerns.  Google has said the combination of its and Fitbit's hardware would boost competition in the sector where players include Apple, Samsung, Xiaomi, Huawei and others.
",9/23/2020 8:06
86,AAPL,Apple Has a New Fitness Target,"Now, in 2020, Apple, Inc. (NASDAQ: AAPL) is taking aim at personal fitness.  In a characteristically glitzy online presentation from its spaceship headquarters in Cupertino, California, on Sept. 15, Apple announced new Apple Watch models, updated iPads, bundled digital services, and something that it hopes forces new rivals like Peloton Interactive (NASDAQ: PTON) to pedal faster -- Apple Fitness+.  Apple Fitness+ is designed to ""intelligently incorporate metrics from Apple Watch for users to visualize right on their iPhone, iPad, or Apple TV, offering a first-of-its-kind personalized workout experience,"" the company said in a press release.
",9/23/2020 7:49
87,AAPL,TSMC warns China-U.S. deleveraging will drive up costs,"The deleveraging of China-U.S. supply chains and protectionism on both sides of the Pacific will only drive up costs and limit the flow of ideas, the chairman of Taiwan Semiconductor Manufacturing Co Ltd said on Wednesday.  The Trump administration has limited supplies to Chinese tech firms like Huawei Technologies Co Ltd, viewing them as a security threat, and is encouraging U.S. factories in China to move home, part of a broader China-U.S. trade war.  China, for its part, is trying to nurture tech champions of its own like SMIC, its biggest chipmaker, and wean itself off reliance on U.S. suppliers.
",9/23/2020 5:33
88,AAPL,GLOBAL MARKETS-Tech lifts world stocks as economy back in focus,"World shares stabilised and the dollar rose on Wednesday with overnight gains of stay-at-home Wall Street tech champions helped balance concerns that new restrictions to counter resurging coronavirus infections will hurt economic recovery.  First indications from global surveys about economic activity in September gave a gloomy picture for Europe with rising COVID-19 infections leading to a downturn in services.  MSCI world equity index, which tracks shares in 49 countries, was 0.2% higher by 0821 GMT, while the pan-European STOXX 600 benchmark rose 1.1%.
",9/23/2020 4:53
89,AAPL,Blacklisting U.S. Tech Would Highlight China’s Own Weakness,"(Bloomberg Opinion) -- Plans by China to draw up a blacklist of U.S. technology firms might sound great to hardliners as a retaliatory measure against Washington, but would most likely backfire. Pulling the trigger on such a threat could end up proving that the importance of the world’s most populous country as a global buyer may be smaller than many imagine.Beijing has sped development of a catalog of companies it could target, yet debate remains in the halls of power over whether to release it before November’s U.S. election, if at all, the Wall Street Journal reported Tuesday, citing officials it didn’t name. China has been mulling what it calls an unreliable entities list since at least May last year, though little has been heard of i...
",9/22/2020 22:29
90,AAPL,GLOBAL MARKETS-Asian stocks set to gain after Wall Street's tech bounce,"Asian stocks were set to open higher on Wednesday after tech-fueled Wall Street gains although focus is shifting to renewed U.S.-Sino tensions, which could weigh on investor sentiment.  In currency markets, a rising greenback could hold back regional currencies like the Australian and New Zealand dollars during Asian hours.  The dollar index rose 0.441%, with the euro down 0.01% to $1.1705 after Chicago Federal Reserve President on Tuesday mentioned the prospect of raising interest rates.
",9/22/2020 19:57
91,AAPL,"Apple Inc. stock rises Tuesday, still underperforms market","COMPANY CLOSE UPDATES  Terrence Horan Shares of Apple Inc. AAPL rose 1.57% to $111.81 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the NASDAQ Composite Index COMP rising 1.
",9/22/2020 16:25
92,AAPL,"US STOCKS-Wall Street closes higher on Amazon boost, despite economic worries","Wall Street stocks rebounded on Tuesday, led by a jump in Amazon.com, even as a likely delay in new fiscal stimulus by Congress and an increase in the number of coronavirus cases dampened hopes of a faster economic recovery.  Amazon.com Inc jumped 5.7% after Bernstein upgraded the stock to ""outperform,"" saying the company will continue to receive a boost from premium subscribers and third-party merchants even once the pandemic is contained.
",9/22/2020 16:24
93,AAPL,How Tesla stacks up against other tech juggernauts at similar stages — there’s good news and bad news,"Tesla shares are up almost 800% over the past year, with investors hoping that the company's buzzy strategy update on battery technology Tuesday will provide another boost, even as cries of &quot;overvalued&quot; rain down. But can the stock keep up the pace?
",9/22/2020 15:53
94,AAPL,"Dow's 162-point jump led by gains for Nike, Microsoft shares","DOW UPDATE Shares of Nike and Microsoft are seeing positive growth Tuesday afternoon, propelling the Dow Jones Industrial Average into positive territory. Shares of Nike (NKE) and Microsoft (MSFT) have contributed to the blue-chip gauge&apos;s intraday rally, as the Dow (DJIA) was most recently trading 162 points higher (0.
",9/22/2020 15:45
95,AAPL,"US STOCKS-Wall Street gains on Amazon boost, despite worries over economy","Wall Street stocks rebounded on Tuesday, led by a jump in Amazon.com, even as a likely delay in the passage of new fiscal stimulus by Congress dampened hopes of a faster economic recovery from the coronavirus pandemic.  Amazon.com Inc jumped 5.0% after Bernstein upgraded the stock to ""outperform,"" saying the company will continue to receive a boost from premium subscribers and third-party merchants even once the pandemic is contained.
",9/22/2020 14:56
